"","assessed_value"
"3786",173031.971509953
"3787",68298.768285294
"3788",211121.620379418
"3789",167407.147678384
"3790",236841.016997013
"3791",341241.381448211
"3792",342759.307862794
"3793",64196.4802748182
"3794",96874.0870065151
"3795",93374.2138961704
"3796",612315.898484405
"3797",326999.176326275
"3798",253615.330138895
"3799",250467.608790465
"3800",441701.831544357
"3801",248728.043083325
"3802",0
"3803",294658.313820219
"3804",149573.007056802
"3805",127253.164228089
"3806",316876.438989792
"3807",361339.999937233
"3808",211519.460962667
"3809",362607.603993193
"3810",196740.258863418
"3811",374477.912852495
"3812",497131.136412404
"3813",185992.195020407
"3814",223203.92238759
"3815",311043.86400614
"3816",225173.73530839
"3817",117196.701480331
"3818",442600.736611544
"3819",205305.537806141
"3820",274794.804049388
"3821",105332.669892567
"3822",204810.681518272
"3823",240163.411363323
"3824",171194.155781854
"3825",206032.003483196
"3826",238892.955719182
"3827",156878.068507514
"3828",207156.010928963
"3829",315775.216395436
"3830",233677.087394457
"3831",339220.231001938
"3832",383326.878916024
"3833",281103.806697019
"3834",219694.180201948
"3835",415702.863775609
"3836",150036.825609042
"3837",348147.679184609
"3838",228547.142044512
"3839",407722.846222315
"3840",230870.093677582
"3841",341416.575131045
"3842",435226.091137235
"3843",112030.965151331
"3844",453145.80238501
"3845",438955.23293631
"3846",234823.043451472
"3847",206634.801819927
"3848",258505.506892294
"3849",130377.104871893
"3850",279724.787550495
"3851",357050.494833391
"3852",90554.8657526282
"3853",207161.686630961
"3854",236688.135703508
"3855",389930.022149277
"3856",229265.889364301
"3857",136482.503446102
"3858",292146.507078505
"3859",259447.462709414
"3860",177520.893568541
"3861",271161.978167774
"3862",358970.143331279
"3863",88925.6745598027
"3864",563736.027785212
"3865",367392.199471954
"3866",372509.088699283
"3867",289078.171830056
"3868",263043.51147985
"3869",133352.869362503
"3870",273454.017552776
"3871",338388.029853311
"3872",257228.546003791
"3873",30798.0856209846
"3874",227099.705764166
"3875",219907.23003877
"3876",173529.950614681
"3877",543263.639689424
"3878",96027.7743459002
"3879",204061.455882773
"3880",285258.418968059
"3881",238835.819534638
"3882",284073.544880862
"3883",386934.478832417
"3884",210768.3476792
"3885",88111.8510437079
"3886",218458.348952953
"3887",255359.129897819
"3888",200837.483582258
"3889",453750.766193556
"3890",147918.403924938
"3891",169714.793579389
"3892",177593.618389741
"3893",145962.54566216
"3894",57176.660569708
"3895",123576.070612256
"3896",408286.508485349
"3897",756797.387067552
"3898",143070.561795141
"3899",280368.993004451
"3900",352105.403449573
"3901",382885.716951961
"3902",234829.061634069
"3903",0
"3904",153021.390863801
"3905",63690.0432914072
"3906",215913.237147253
"3907",100295.701269246
"3908",168433.809669133
"3909",177239.825555981
"3910",270292.565482068
"3911",264086.242061324
"3912",176907.400223732
"3913",267807.476374943
"3914",432100.48891783
"3915",230132.308791261
"3916",256532.360940427
"3917",548067.837540239
"3918",157652.836652729
"3919",219300.741639412
"3920",180840.222063968
"3921",239557.298946416
"3922",220624.708301469
"3923",199927.018442925
"3924",490088.552899181
"3925",130913.075602091
"3926",361164.784139668
"3927",90173.9939598505
"3928",275260.746472617
"3929",349282.216531427
"3930",358321.668896616
"3931",375678.334701355
"3932",294462.061405351
"3933",240079.91501841
"3934",354463.112666439
"3935",231674.67433036
"3936",353985.495700299
"3937",192874.054104077
"3938",164888.333246691
"3939",169653.007741611
"3940",773263.683521589
"3941",628106.131437973
"3942",285912.581029334
"3943",514798.576797386
"3944",293205.038351965
"3945",515035.491898499
"3946",263268.123602771
"3947",343913.866882723
"3948",224017.904287387
"3949",147694.827906284
"3950",454950.305600092
"3951",274526.318995037
"3952",58453.9685352903
"3953",479934.281475126
"3954",487577.867663459
"3955",256401.154908036
"3956",179849.049817194
"3957",231823.935410041
"3958",81273.5516385069
"3959",174921.678155088
"3960",238515.940071465
"3961",169962.920551381
"3962",604598.404534388
"3963",225484.917479205
"3964",310759.399166226
"3965",312195.626861759
"3966",325282.438248387
"3967",119172.846658432
"3968",249399.417856992
"3969",127237.076273058
"3970",330419.30077119
"3971",267192.4282888
"3972",442026.424772295
"3973",102786.752048113
"3974",514230.945088641
"3975",589529.066946454
"3976",261964.834388742
"3977",212295.402071059
"3978",280151.750505903
"3979",307092.011161977
"3980",151884.215675196
"3981",265334.598940049
"3982",135464.773720003
"3983",199636.036353187
"3984",267622.913109073
"3985",192621.194620647
"3986",245636.082808362
"3987",179129.321670785
"3988",150621.643873701
"3989",117701.712362299
"3990",260500.793773992
"3991",92237.9043177011
"3992",221358.961875017
"3993",276463.857557572
"3994",456316.52901852
"3995",110265.836856076
"3996",322813.101365893
"3997",586195.301878549
"3998",275275.256442406
"3999",93222.4548487703
"4000",213107.335614332
"4001",394529.325431896
"4002",186706.1353274
"4003",366510.576838522
"4004",626975.303008384
"4005",18578.6325780818
"4006",154681.764831694
"4007",18481.3699781995
"4008",215321.079782149
"4009",217219.752128887
"4010",228795.13241038
"4011",648057.906662697
"4012",114048.884471481
"4013",66896.1663578157
"4014",86900.7190601139
"4015",466757.073316378
"4016",131973.549194511
"4017",153495.659966311
"4018",115592.35849286
"4019",252937.610791869
"4020",338788.055941985
"4021",284738.588832892
"4022",404962.468680504
"4023",299510.834605971
"4024",414805.993270905
"4025",200687.321546442
"4026",170400.5421086
"4027",340444.831778862
"4028",670830.083397435
"4029",180052.93485085
"4030",435698.494277747
"4031",618824.384158809
"4032",380631.629518554
"4033",239143.090032933
"4034",82979.1477828667
"4035",122355.625703531
"4036",318742.717782206
"4037",196413.236780382
"4038",197109.983512753
"4039",419139.029082356
"4040",549747.286400664
"4041",202036.397556614
"4042",347602.917709469
"4043",424720.685481356
"4044",165338.700902144
"4045",274594.650974128
"4046",134134.200536255
"4047",359895.019153208
"4048",206619.019145991
"4049",322450.803689486
"4050",214018.631658537
"4051",163707.869218137
"4052",283997.908556884
"4053",252680.535136859
"4054",212906.407193427
"4055",289597.32376149
"4056",306920.037506504
"4057",139872.321981624
"4058",308826.380769293
"4059",331004.078260341
"4060",1035124.66005123
"4061",296656.378616949
"4062",155056.707667656
"4063",107795.167556124
"4064",255653.428564697
"4065",141802.406377399
"4066",131626.849049391
"4067",432141.025421501
"4068",185340.397333206
"4069",268090.423706999
"4070",389494.837701261
"4071",351738.283062831
"4072",103622.141575181
"4073",180835.986831516
"4074",253774.597548584
"4075",334244.960295736
"4076",226066.213140163
"4077",439987.316217916
"4078",842757.265778063
"4079",198683.261019647
"4080",315173.819889529
"4081",200760.817617163
"4082",308150.112688439
"4083",389233.629120443
"4084",209014.786596958
"4085",116657.174565058
"4086",402998.254738804
"4087",362177.976196746
"4088",273973.132750493
"4089",121037.691906762
"4090",314077.142621882
"4091",170264.795234852
"4092",325755.08248911
"4093",195396.610575408
"4094",144258.708701957
"4095",103790.507181809
"4096",159285.380482362
"4097",174971.075368161
"4098",186121.998636245
"4099",147557.979620542
"4100",82138.7959054085
"4101",187958.838735047
"4102",196896.25841694
"4103",142532.831153828
"4104",128578.973126054
"4105",142254.754741726
"4106",178374.076304131
"4107",303198.706374172
"4108",382803.806084513
"4109",389264.082943023
"4110",187990.667326651
"4111",292060.776025194
"4112",446296.417152267
"4113",140793.88167468
"4114",372704.311734627
"4115",262189.084945178
"4116",160009.580932468
"4117",248113.520320251
"4118",305014.775658501
"4119",586897.83651884
"4120",236237.100534505
"4121",345702.224177563
"4122",318821.173967275
"4123",209540.047186607
"4124",165852.369825057
"4125",446705.373030006
"4126",183072.110241083
"4127",136157.454386021
"4128",177936.535148963
"4129",279540.618712871
"4130",908603.493423421
"4131",266433.142500375
"4132",212475.264492582
"4133",163946.850778197
"4134",93753.0641782205
"4135",146270.246992847
"4136",449790.835753709
"4137",446270.868529652
"4138",107584.323410705
"4139",240724.67712877
"4140",75235.0142767696
"4141",163250.675746015
"4142",453578.758806425
"4143",208901.108591212
"4144",282276.004632767
"4145",227018.808975542
"4146",369943.084964253
"4147",257659.589779346
"4148",976821.400866063
"4149",259635.907130157
"4150",182449.509829014
"4151",206607.502371541
"4152",530963.060143386
"4153",249729.033900242
"4154",158367.06690496
"4155",221987.717116726
"4156",146933.121790397
"4157",375570.074305522
"4158",263683.165747867
"4159",157381.725448416
"4160",391949.85306074
"4161",273649.103618083
"4162",135933.499059191
"4163",482589.796108029
"4164",193214.215375203
"4165",485585.206393179
"4166",100350.649849724
"4167",129806.662129382
"4168",191722.552330039
"4169",375795.21105126
"4170",117134.441997645
"4171",410564.245065161
"4172",234335.08746176
"4173",281150.517643378
"4174",346567.713790506
"4175",89397.30858518
"4176",204491.177543232
"4177",222127.606851744
"4178",707427.371318757
"4179",462160.468655818
"4180",438112.65047921
"4181",251054.669410788
"4182",348278.138407437
"4183",294331.140266036
"4184",386041.91187061
"4185",453165.069456965
"4186",514314.377934208
"4187",369413.738900042
"4188",574747.489760759
"4189",48093.0705649675
"4190",221764.843711006
"4191",275696.998298255
"4192",249185.023746016
"4193",287293.706103446
"4194",162503.807884674
"4195",373056.38709007
"4196",519054.951561025
"4197",125121.203486841
"4198",470757.456395183
"4199",221178.69270663
"4200",266527.844485116
"4201",102821.177972122
"4202",291727.423656011
"4203",155927.118898999
"4204",387741.525607321
"4205",597729.48954209
"4206",95355.9929155564
"4207",352113.316305794
"4208",224486.551707234
"4209",530935.538114794
"4210",208308.200566459
"4211",783441.62171543
"4212",65329.535562449
"4213",350341.851530037
"4214",137044.727422632
"4215",357280.259228528
"4216",233247.514173403
"4217",0
"4218",467833.325127882
"4219",481283.425706487
"4220",203115.80233243
"4221",323381.713532914
"4222",694438.54645155
"4223",77959.6308485838
"4224",141405.088332262
"4225",160293.992110116
"4226",404595.368941618
"4227",226403.862904956
"4228",277727.009352202
"4229",253617.811381119
"4230",0
"4231",203570.874613923
"4232",288890.644097567
"4233",172676.224548507
"4234",313028.172000139
"4235",302297.112858955
"4236",154427.699521564
"4237",426421.720868809
"4238",317749.739916756
"4239",178021.511700046
"4240",588826.766172254
"4241",431263.633915083
"4242",332342.113276938
"4243",146517.21036245
"4244",257112.300755502
"4245",113752.210687934
"4246",167847.982462871
"4247",225032.430474627
"4248",219994.653531204
"4249",168558.209068898
"4250",302381.503078348
"4251",252256.343833727
"4252",192009.146394181
"4253",125539.128038921
"4254",199215.521484736
"4255",431572.95012612
"4256",127114.651076332
"4257",433485.215787555
"4258",171221.416764391
"4259",56507.4536123108
"4260",259531.290651029
"4261",416440.994471795
"4262",137919.251732281
"4263",333765.371981257
"4264",263937.605844589
"4265",139336.86107173
"4266",480475.331734036
"4267",280628.603349027
"4268",179893.92044922
"4269",259188.568546384
"4270",374086.253795199
"4271",190343.708317612
"4272",55589.8789472841
"4273",135064.984313085
"4274",460019.62643142
"4275",726024.162806279
"4276",332466.815346073
"4277",305830.05687974
"4278",281453.107847632
"4279",327195.337403757
"4280",168010.647115184
"4281",174087.577465522
"4282",315169.833043779
"4283",302133.145735921
"4284",655284.843338459
"4285",272693.060901182
"4286",119448.9127594
"4287",178355.170074809
"4288",131194.885666134
"4289",92391.7199493815
"4290",116746.838426728
"4291",148743.619578628
"4292",109616.625360423
"4293",157236.088232037
"4294",267814.144046823
"4295",201000.288456953
"4296",235873.495656036
"4297",189081.256878384
"4298",784749.932865229
"4299",187526.857274457
"4300",33399.1629670442
"4301",191181.553833162
"4302",301546.5254733
"4303",183783.26311646
"4304",274580.384858983
"4305",233290.911247766
"4306",459880.563778304
"4307",181387.131603889
"4308",199468.368400841
"4309",165985.108461412
"4310",326677.238111311
"4311",508843.989465142
"4312",117549.838929664
"4313",144856.286979231
"4314",500503.517323072
"4315",96545.0294560787
"4316",295411.290735463
"4317",0
"4318",216804.259357507
"4319",627738.753346494
"4320",436574.945103041
"4321",343010.87874455
"4322",705630.694289445
"4323",171014.373249958
"4324",209211.5208811
"4325",265497.917875898
"4326",211347.314910388
"4327",452252.898425694
"4328",138252.587405097
"4329",273438.668769471
"4330",220932.027954728
"4331",220154.1205729
"4332",330735.718619116
"4333",180400.291723395
"4334",276038.307718949
"4335",73438.0183061191
"4336",274327.849637562
"4337",703444.219422303
"4338",0
"4339",485628.307888505
"4340",568308.53529843
"4341",432551.084627118
"4342",98511.0467439975
"4343",197208.060326085
"4344",349668.690807641
"4345",169756.519935519
"4346",355950.470021902
"4347",306040.129757536
"4348",542225.033919218
"4349",221425.490921326
"4350",223967.109202269
"4351",398369.545617669
"4352",318905.002059692
"4353",205766.874304211
"4354",574575.70132047
"4355",214659.187071053
"4356",231459.508181394
"4357",111240.826353586
"4358",73138.4060196013
"4359",76563.279861886
"4360",136039.149804416
"4361",351302.211032875
"4362",583524.522097955
"4363",119478.028503749
"4364",102129.72522382
"4365",186203.769028034
"4366",532329.37170016
"4367",577415.789810975
"4368",182127.661661019
"4369",293419.821881839
"4370",154963.032289619
"4371",406236.163359696
"4372",371605.486325602
"4373",300221.309413905
"4374",221372.701083028
"4375",365211.330962753
"4376",522876.177605379
"4377",369428.058128979
"4378",140765.967928114
"4379",174821.798691751
"4380",194323.712620746
"4381",191527.495614268
"4382",188982.488873314
"4383",319364.534338063
"4384",251540.137579761
"4385",349514.879659625
"4386",142429.495476917
"4387",241633.734951222
"4388",284385.316146289
"4389",117707.141935726
"4390",147802.716767016
"4391",183865.551610762
"4392",319921.547506328
"4393",18133.3252718687
"4394",496008.169298367
"4395",338945.857632831
"4396",282527.946312699
"4397",409692.394640108
"4398",622153.824677764
"4399",336403.273456816
"4400",235045.536714455
"4401",393256.222601236
"4402",254215.597307231
"4403",203078.344459297
"4404",208182.644117488
"4405",161264.044765863
"4406",318538.776810425
"4407",257226.156740775
"4408",263754.61576552
"4409",408552.387868826
"4410",194782.926974497
"4411",93103.9996908739
